#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
        3849    -3.70847    -3.82846  0.00180892
        3850    -3.69474    -3.82842  0.00180878
        3851    -3.72128     -3.8284  0.00180853
        3852    -3.69874    -3.82836  0.00180837
        3853    -3.78945    -3.82835  0.00180793
        3854    -3.72818    -3.82833  0.00180765
        3855    -3.83727    -3.82833  0.00180718
        3856     -3.7626    -3.82831  0.00180679
        3857    -3.61264    -3.82826  0.00180719
        3858    -3.65482    -3.82821  0.00180728
        3859    -3.68528    -3.82817  0.00180719
        3860    -3.58725    -3.82811   0.0018078
        3861    -3.60339    -3.82805  0.00180827
        3862    -3.65136    -3.82801  0.00180838
        3863    -3.58635    -3.82795  0.00180899
        3864    -3.52854    -3.82787  0.00181018
        3865    -3.74491    -3.82785  0.00180984
        3866    -3.70487    -3.82781  0.00180965
        3867    -3.60235    -3.82776  0.00181012
        3868    -3.70007    -3.82772  0.00180996
        3869     -3.7935    -3.82771  0.00180951
        3870    -3.76181     -3.8277  0.00180912
        3871    -3.71442    -3.82767  0.00180889
        3872     -3.7058    -3.82764   0.0018087
        3873    -3.79354    -3.82763  0.00180825
        3874    -3.94337    -3.82766  0.00180803
        3875    -3.95483    -3.82769  0.00180786
        3876    -3.91639    -3.82771  0.00180754
        3877    -4.00087    -3.82776  0.00180763
        3878    -3.93377    -3.82779  0.00180737
        3879    -3.96815    -3.82782  0.00180727
        3880    -3.95381    -3.82785  0.00180709
        3881    -3.93997    -3.82788  0.00180686
        3882    -3.88853     -3.8279  0.00180646
        3883    -3.91554    -3.82792  0.00180613
        3884    -3.92127    -3.82795  0.00180583
        3885    -3.83819    -3.82795  0.00180537
        3886    -3.87811    -3.82796  0.00180495
        3887    -3.89135    -3.82798  0.00180456
        3888    -3.88971    -3.82799  0.00180416
        3889    -3.79568    -3.82798  0.00180372
        3890     -3.7986    -3.82798  0.00180327
        3891     -3.7721    -3.82796  0.00180286
        3892     -3.8586    -3.82797  0.00180242
        3893    -3.86909    -3.82798  0.00180199
        3894    -3.90224      -3.828  0.00180162
        3895    -3.90025    -3.82802  0.00180126
        3896    -3.97994    -3.82806  0.00180122
        3897    -3.99346     -3.8281  0.00180125
        3898    -3.95172    -3.82813  0.00180107
        3899    -3.88472    -3.82815  0.00180067
        3900     -3.8726    -3.82816  0.00180024
        3901    -3.90308    -3.82818  0.00179988
        3902     -3.8628    -3.82819  0.00179944
        3903    -3.99425    -3.82823  0.00179949
        3904    -4.01978    -3.82828  0.00179969
        3905    -4.04211    -3.82833  0.00180007
        3906    -4.02442    -3.82838  0.00180031
        3907    -3.98992    -3.82842  0.00180032
        3908    -4.01754    -3.82847  0.00180051
        3909    -4.04388    -3.82853  0.00180089
        3910    -4.02868    -3.82858  0.00180116
        3911    -3.91793     -3.8286  0.00180084
        3912    -3.87599    -3.82861  0.00180042
        3913    -3.87211    -3.82862      0.0018
        3914    -3.86453    -3.82863  0.00179956
        3915    -3.83596    -3.82864   0.0017991
        3916    -3.93573    -3.82866  0.00179885
        3917    -3.82992    -3.82866  0.00179839
        3918    -3.94563    -3.82869  0.00179818
        3919    -3.93421    -3.82872  0.00179792
        3920    -3.95988    -3.82875  0.00179777
        3921    -3.94599    -3.82878  0.00179757
        3922     -3.9655    -3.82882  0.00179744
        3923    -4.07186    -3.82888  0.00179805
        3924    -3.96954    -3.82892  0.00179795
        3925    -3.97312    -3.82895  0.00179787
        3926       -3.88    -3.82897  0.00179746
        3927    -3.85036    -3.82897  0.00179701
        3928    -3.88414    -3.82899  0.00179661
        3929    -3.85313    -3.82899  0.00179616
        3930       -3.92    -3.82901  0.00179585
        3931    -3.82085    -3.82901   0.0017954
        3932    -3.83171    -3.82901  0.00179494
        3933    -3.86586    -3.82902  0.00179451
        3934    -3.90393    -3.82904  0.00179415
        3935    -3.88304    -3.82906  0.00179375
        3936    -3.75723    -3.82904  0.00179339
        3937    -3.78108    -3.82903  0.00179297
        3938    -3.79756    -3.82902  0.00179254
        3939    -3.84374    -3.82902  0.00179208
        3940     -3.8385    -3.82902  0.00179163
        3941    -3.82675    -3.82902  0.00179118
        3942    -3.83384    -3.82902  0.00179072
        3943    -3.74595      -3.829  0.00179039
        3944    -3.79351    -3.82899  0.00178996
        3945    -3.75107    -3.82897  0.00178962
        3946    -3.84543    -3.82898  0.00178917
        3947    -3.86727    -3.82899  0.00178874
        3948    -3.79736    -3.82898  0.00178831
        3949    -3.65312    -3.82894  0.00178841
        3950    -3.69457     -3.8289  0.00178828
        3951    -3.80515     -3.8289  0.00178784
        3952    -3.78518    -3.82888  0.00178742
        3953     -3.7777    -3.82887  0.00178701
        3954    -3.86579    -3.82888  0.00178658
        3955    -3.91388     -3.8289  0.00178626
        3956    -3.99902    -3.82895  0.00178633
        3957    -4.05379      -3.829  0.00178678
        3958    -3.97697    -3.82904  0.00178672
        3959    -3.94252    -3.82907   0.0017865
        3960    -3.94789     -3.8291   0.0017863
        3961    -3.88333    -3.82911   0.0017859
        3962    -3.96533    -3.82915  0.00178578
        3963    -3.92986    -3.82917  0.00178551
        3964    -3.94982     -3.8292  0.00178532
        3965    -3.79455    -3.82919  0.00178489
        3966    -3.78082    -3.82918  0.00178448
        3967    -3.79594    -3.82917  0.00178405
        3968    -3.79142    -3.82916  0.00178363
        3969    -3.80787    -3.82916  0.00178319
        3970     -3.8509    -3.82916  0.00178275
        3971    -3.85098    -3.82917  0.00178231
        3972    -3.82868    -3.82917  0.00178186
        3973    -3.80243    -3.82916  0.00178142
        3974    -3.83316    -3.82916  0.00178097
        3975    -3.87268    -3.82917  0.00178056
        3976    -3.87982    -3.82919  0.00178016
        3977     -3.8498    -3.82919  0.00177972
        3978    -3.93022    -3.82922  0.00177945
        3979    -3.77329     -3.8292  0.00177906
        3980    -3.86604    -3.82921  0.00177864
        3981     -3.8736    -3.82922  0.00177822
        3982    -3.87105    -3.82923  0.00177781
        3983    -3.90106    -3.82925  0.00177745
        3984    -3.94195    -3.82928  0.00177723
        3985    -3.95075    -3.82931  0.00177705
        3986    -3.90682    -3.82933  0.00177671
        3987    -3.88949    -3.82935  0.00177633
        3988    -3.80278    -3.82934  0.00177589
        3989    -3.80598    -3.82933  0.00177546
        3990    -3.73122    -3.82931  0.00177518
        3991    -3.71832    -3.82928  0.00177496
        3992     -3.6901    -3.82925  0.00177485
        3993    -3.74616    -3.82922  0.00177453
        3994    -3.70507    -3.82919  0.00177436
        3995    -3.70956    -3.82916  0.00177417
        3996    -3.66827    -3.82912  0.00177418
        3997    -3.64038    -3.82908  0.00177437
        3998    -3.59818    -3.82902  0.00177486
        3999    -3.56546    -3.82895  0.00177564
        4000    -3.49604    -3.82887  0.00177715
        4001    -3.46797    -3.82878  0.00177899
        4002    -3.61863    -3.82873  0.00177932
        4003    -3.57363    -3.82866  0.00178002
        4004    -3.65651    -3.82862  0.00178009
        4005    -3.62619    -3.82857  0.00178036
        4006    -3.66497    -3.82853  0.00178039
        4007    -3.71049     -3.8285  0.00178019
        4008     -3.7204    -3.82847  0.00177995
        4009    -3.70826    -3.82844  0.00177976
        4010    -3.75344    -3.82842  0.00177941
        4011    -3.73065     -3.8284  0.00177913
        4012    -3.74656    -3.82838  0.00177881
        4013    -3.76918    -3.82836  0.00177842
        4014    -3.69426    -3.82833   0.0017783
        4015    -3.60152    -3.82827  0.00177875
        4016    -3.64172    -3.82823  0.00177891
        4017    -3.67894    -3.82819  0.00177886
        4018    -3.66107    -3.82815   0.0017789
        4019    -3.66137    -3.82811  0.00177894
        4020    -3.69412    -3.82807  0.00177881
        4021    -3.76068    -3.82806  0.00177845
        4022    -3.66685    -3.82802  0.00177846
        4023    -3.69217    -3.82798  0.00177834
        4024    -3.76072    -3.82797  0.00177797
        4025    -3.82388    -3.82797  0.00177753
        4026    -3.75196    -3.82795  0.00177719
        4027    -3.74313    -3.82793  0.00177688
        4028    -3.73133     -3.8279   0.0017766
        4029    -3.75336    -3.82788  0.00177625
        4030    -3.62866    -3.82783   0.0017765
        4031    -3.63646    -3.82779  0.00177669
        4032    -3.63301    -3.82774  0.00177691
        4033    -3.62291    -3.82769  0.00177719
        4034      -3.634    -3.82764   0.0017774
        4035    -3.69203    -3.82761  0.00177728
        4036    -3.74069    -3.82758  0.00177697
        4037    -3.73368    -3.82756  0.00177668
        4038    -3.71947    -3.82753  0.00177644
        4039    -3.70257     -3.8275  0.00177627
        4040    -3.79131    -3.82749  0.00177585
        4041    -3.68774    -3.82746  0.00177575
        4042    -3.69804    -3.82743   0.0017756
        4043    -3.66329    -3.82739  0.00177563
        4044    -3.69609    -3.82735  0.00177548
        4045    -3.65922    -3.82731  0.00177553
        4046    -3.63174    -3.82726  0.00177575
        4047    -3.76983    -3.82725  0.00177537
        4048     -3.7331    -3.82723  0.00177508
        4049    -3.71301     -3.8272  0.00177487
        4050    -3.83799     -3.8272  0.00177443
        4051     -3.8361     -3.8272  0.00177399
        4052     -3.8255     -3.8272  0.00177356
        4053    -3.81792     -3.8272  0.00177312
        4054    -3.74358    -3.82718   0.0017728
        4055    -3.69075    -3.82715  0.00177269
        4056    -3.73461    -3.82712  0.00177239
        4057    -3.81261    -3.82712  0.00177196
        4058    -3.88631    -3.82713  0.00177159
        4059    -3.84265    -3.82714  0.00177115
        4060    -3.87817    -3.82715  0.00177076
        4061    -3.98089    -3.82719  0.00177073
        4062    -3.82403    -3.82719  0.00177029
        4063    -3.81461    -3.82719  0.00176986
        4064    -3.83753    -3.82719  0.00176943
        4065    -3.80837    -3.82718    0.001769
        4066    -3.71092    -3.82715  0.00176879
        4067    -3.77211    -3.82714  0.00176841
        4068    -3.69226    -3.82711  0.00176829
        4069    -3.76985    -3.82709  0.00176791
        4070    -3.73477    -3.82707  0.00176762
        4071    -3.72854    -3.82705  0.00176735
        4072    -3.75521    -3.82703  0.00176701
        4073    -3.72248      -3.827  0.00176676
        4074    -3.67391    -3.82697  0.00176672
        4075    -3.72736    -3.82694  0.00176646
        4076    -3.68236    -3.82691  0.00176638
        4077    -3.64071    -3.82686  0.00176654
        4078    -3.65968    -3.82682  0.00176658
        4079    -3.63097    -3.82677   0.0017668
        4080    -3.61798    -3.82672  0.00176711
        4081    -3.80385    -3.82671  0.00176668
        4082    -3.83519    -3.82672  0.00176625
        4083    -3.74305     -3.8267  0.00176594
        4084    -3.79058    -3.82669  0.00176553
        4085    -3.78173    -3.82668  0.00176513
        4086    -3.77896    -3.82666  0.00176474
        4087    -3.62739    -3.82662  0.00176498
        4088    -3.61573    -3.82656   0.0017653
        4089    -3.71513    -3.82654  0.00176508
        4090    -3.75249    -3.82652  0.00176474
        4091    -3.79729    -3.82651  0.00176432
        4092     -3.7717     -3.8265  0.00176394
        4093    -3.74635    -3.82648  0.00176362
        4094    -3.64218    -3.82643  0.00176377
        4095    -3.64875    -3.82639  0.00176387
        4096    -3.78862    -3.82638  0.00176346
        4097    -3.79721    -3.82637  0.00176305
        4098    -3.87145    -3.82639  0.00176265
        4099     -3.8334    -3.82639  0.00176222
        4100    -3.84171    -3.82639  0.00176179
        4101    -3.80008    -3.82638  0.00176138
        4102    -3.80508    -3.82638  0.00176096
        4103     -3.8221    -3.82638  0.00176053
        4104    -3.83205    -3.82638   0.0017601
        4105    -3.81039    -3.82638  0.00175967
        4106    -3.78684    -3.82637  0.00175927
        4107    -3.71367    -3.82634  0.00175906
        4108      -3.774    -3.82633  0.00175867
        4109    -3.82065    -3.82632  0.00175825
        4110     -3.7074     -3.8263  0.00175806
        4111    -3.73185    -3.82627  0.00175778
        4112    -3.76892    -3.82626  0.00175741
        4113    -3.77837    -3.82625  0.00175702
        4114    -3.75203    -3.82623  0.00175668
        4115    -3.76417    -3.82621  0.00175632
        4116    -3.87225    -3.82622  0.00175593
        4117    -3.80055    -3.82622  0.00175552
        4118    -3.75617     -3.8262  0.00175517
        4119    -3.85253    -3.82621  0.00175476
        4120    -3.88099    -3.82622  0.00175438
        4121    -3.76584    -3.82621  0.00175402
        4122    -3.85327    -3.82621   0.0017536
        4123    -3.88532    -3.82623  0.00175324
        4124    -3.87097    -3.82624  0.00175285
        4125    -3.84284    -3.82624  0.00175243
        4126    -3.78994    -3.82623  0.00175202
        4127    -3.91491    -3.82626  0.00175173
        4128    -3.81263    -3.82625  0.00175131
        4129    -3.66438    -3.82621  0.00175132
        4130    -3.68513    -3.82618  0.00175123
        4131    -3.62918    -3.82613  0.00175146
        4132     -3.6954     -3.8261  0.00175132
        4133    -3.72568    -3.82607  0.00175106
        4134    -3.76037    -3.82606  0.00175071
        4135    -3.74041    -3.82604  0.00175041
        4136    -3.69175    -3.82601  0.00175029
        4137    -3.77155    -3.82599  0.00174992
        4138    -3.79754    -3.82599  0.00174951
        4139    -3.75971    -3.82597  0.00174916
        4140    -3.78955    -3.82596  0.00174876
        4141    -3.69884    -3.82593   0.0017486
        4142    -3.72524    -3.82591  0.00174835
        4143    -3.70019    -3.82588  0.00174819
        4144    -3.71016    -3.82585  0.00174799
        4145    -3.80662    -3.82584  0.00174758
        4146    -3.76752    -3.82583  0.00174721
        4147    -3.83563    -3.82583  0.00174679
        4148    -3.87178    -3.82584  0.00174641
        4149    -3.82762    -3.82584  0.00174599
        4150    -3.88066    -3.82586  0.00174562
        4151    -3.87613    -3.82587  0.00174524
        4152    -3.84917    -3.82587  0.00174483
        4153    -3.83517    -3.82588  0.00174441
        4154    -3.78162    -3.82587  0.00174402
        4155    -3.77229    -3.82585  0.00174365
        4156    -3.85252    -3.82586  0.00174324
        4157    -3.89539    -3.82588   0.0017429
        4158    -3.90248    -3.82589  0.00174258
        4159    -3.85482     -3.8259  0.00174217
        4160    -3.98522    -3.82594  0.00174218
        4161    -3.89296    -3.82596  0.00174183
        4162    -3.77243    -3.82594  0.00174146
        4163    -3.84672    -3.82595  0.00174105
        4164    -3.93322    -3.82597  0.00174082
        4165    -3.88208    -3.82599  0.00174046
        4166    -3.87463      -3.826  0.00174008
        4167    -3.84584      -3.826  0.00173967
        4168    -3.78685    -3.82599  0.00173927
        4169    -3.83637      -3.826  0.00173886
        4170    -3.77531    -3.82598  0.00173848
        4171    -3.87287      -3.826   0.0017381
        4172    -3.86337      -3.826  0.00173771
        4173    -3.80288      -3.826   0.0017373
        4174    -3.86712    -3.82601  0.00173691
        4175     -3.9103    -3.82603  0.00173662
        4176    -3.91922    -3.82605  0.00173634
        4177    -3.94488    -3.82608  0.00173616
        4178     -3.9238     -3.8261   0.0017359
        4179    -3.83349     -3.8261  0.00173549
        4180    -3.79687     -3.8261  0.00173509
        4181    -3.80432    -3.82609  0.00173468
        4182    -3.75824    -3.82608  0.00173434
        4183     -3.7968    -3.82607  0.00173394
        4184    -3.85937    -3.82608  0.00173354
        4185    -3.78331    -3.82607  0.00173316
        4186    -3.67275    -3.82603  0.00173313
        4187    -3.69146      -3.826  0.00173302
        4188    -3.76991    -3.82598  0.00173266
        4189    -3.90243      -3.826  0.00173234
        4190    -3.85766    -3.82601  0.00173194
        4191    -3.94993    -3.82604  0.00173178
        4192    -3.83181    -3.82604  0.00173137
        4193    -3.81877    -3.82604  0.00173096
        4194    -3.81962    -3.82604  0.00173054
        4195    -3.77265    -3.82603  0.00173018
        4196    -3.76398    -3.82601  0.00172983
        4197    -3.92555    -3.82603  0.00172958
        4198    -3.87278    -3.82605   0.0017292
        4199    -3.80179    -3.82604   0.0017288
        4200    -3.82228    -3.82604  0.00172839
        4201    -3.82615    -3.82604  0.00172798
        4202    -3.88518    -3.82605  0.00172762
        4203    -3.96501    -3.82609  0.00172753
        4204    -3.89986     -3.8261  0.00172721
        4205    -3.93906    -3.82613  0.00172701
        4206    -3.96433    -3.82616  0.00172691
        4207    -3.98112     -3.8262  0.00172689
        4208    -3.94288    -3.82623   0.0017267
        4209    -4.06015    -3.82628  0.00172719
        4210    -4.03886    -3.82633  0.00172751
        4211    -4.03437    -3.82638  0.00172781
        4212     -4.0527    -3.82644  0.00172823
        4213    -3.96565    -3.82647  0.00172814
        4214    -3.97596    -3.82651  0.00172809
        4215    -3.95929    -3.82654  0.00172797
        4216    -3.88963    -3.82655  0.00172763
        4217     -3.8886    -3.82657  0.00172728
        4218    -3.88433    -3.82658  0.00172692
        4219    -3.96753    -3.82661  0.00172684
        4220    -3.96599    -3.82665  0.00172674
        4221    -3.98511    -3.82668  0.00172674
        4222    -3.99461    -3.82672  0.00172679
        4223     -4.0051    -3.82677   0.0017269
        4224    -3.95628     -3.8268  0.00172676
        4225    -3.80247    -3.82679  0.00172636
        4226    -3.73549    -3.82677  0.00172609
        4227    -3.75774    -3.82675  0.00172576
        4228    -3.79437    -3.82675  0.00172537
        4229    -3.84268    -3.82675  0.00172496
        4230    -3.83166    -3.82675  0.00172456
        4231    -3.85905    -3.82676  0.00172417
        4232    -3.76887    -3.82674  0.00172381
        4233    -3.71276    -3.82672  0.00172362
        4234    -3.72808    -3.82669  0.00172337
        4235    -3.73114    -3.82667  0.00172311
        4236    -3.77246    -3.82666  0.00172275
        4237    -3.80213    -3.82665  0.00172235
        4238    -3.82499    -3.82665  0.00172195
        4239    -3.84812    -3.82666  0.00172155
        4240    -3.85565    -3.82666  0.00172115
        4241    -3.88243    -3.82668   0.0017208
        4242     -3.8993     -3.8267  0.00172048
        4243    -3.92469    -3.82672  0.00172023
        4244    -3.92085    -3.82674  0.00171997
        4245    -3.93183    -3.82677  0.00171974
        4246    -3.86398    -3.82677  0.00171936
        4247    -3.89674    -3.82679  0.00171903
        4248    -3.88974    -3.82681  0.00171869
        4249    -3.91532    -3.82683  0.00171841
        4250    -3.91871    -3.82685  0.00171814
        4251    -3.82898    -3.82685  0.00171774
        4252    -3.81778    -3.82685  0.00171734
        4253    -3.79557    -3.82684  0.00171695
        4254    -3.86821    -3.82685  0.00171657
        4255     -3.9031    -3.82687  0.00171626
        4256    -3.93761    -3.82689  0.00171606
        4257    -3.89645    -3.82691  0.00171573
        4258    -3.88882    -3.82692  0.00171539
        4259    -3.87316    -3.82693  0.00171502
        4260    -3.92275    -3.82696  0.00171477
        4261    -3.82494    -3.82696  0.00171436
        4262    -3.88323    -3.82697  0.00171401
        4263    -3.90045    -3.82699   0.0017137
        4264    -3.90825    -3.82701   0.0017134
        4265    -3.89441    -3.82702  0.00171307
        4266    -3.75127      -3.827  0.00171276
        4267     -3.8148      -3.827  0.00171236
        4268    -3.87032    -3.82701  0.00171199
        4269    -3.74124    -3.82699  0.00171171
        4270    -3.77396    -3.82698  0.00171135
        4271    -3.78293    -3.82697  0.00171098
        4272     -3.7787    -3.82696  0.00171062
        4273     -3.7801    -3.82695  0.00171025
        4274    -3.73298    -3.82692     0.00171
        4275    -3.83158    -3.82693   0.0017096
        4276    -3.80414    -3.82692   0.0017092
        4277    -3.77749    -3.82691  0.00170884
        4278    -3.75552    -3.82689  0.00170853
        4279    -3.78415    -3.82688  0.00170816
        4280     -3.6894    -3.82685  0.00170806
        4281     -3.7701    -3.82684  0.00170771
        4282    -3.76431    -3.82682  0.00170738
        4283    -3.75742    -3.82681  0.00170705
        4284     -3.7594    -3.82679  0.00170673
        4285    -3.76593    -3.82678  0.00170639
        4286    -3.66376    -3.82674  0.00170641
        4287    -3.58273    -3.82668  0.00170696
        4288    -3.57193    -3.82662   0.0017076
        4289    -3.64338    -3.82658  0.00170774
        4290    -3.73553    -3.82656  0.00170747
        4291    -3.77738    -3.82655  0.00170711
        4292     -3.7548    -3.82653  0.00170679
        4293    -3.68865     -3.8265   0.0017067
        4294     -3.7967    -3.82649  0.00170632
        4295    -3.78304    -3.82648  0.00170595
        4296    -3.71714    -3.82645  0.00170574
        4297    -3.66147    -3.82642  0.00170578
        4298    -3.65286    -3.82638  0.00170586
        4299    -3.75053    -3.82636  0.00170555
        4300    -3.79576    -3.82635  0.00170517
        4301    -3.80224    -3.82635  0.00170478
        4302    -3.78621    -3.82634  0.00170441
        4303    -3.79045    -3.82633  0.00170404
        4304    -3.83006    -3.82633  0.00170364
        4305    -3.95288    -3.82636   0.0017035
        4306    -3.92644    -3.82638  0.00170326
        4307     -3.8668    -3.82639  0.00170289
        4308    -3.97361    -3.82642  0.00170284
        4309     -3.8477    -3.82643  0.00170245
        4310    -3.88274    -3.82644  0.00170211
        4311    -3.79727    -3.82644  0.00170173
        4312    -3.80564    -3.82643  0.00170134
        4313    -3.69005     -3.8264  0.00170124
        4314    -3.71826    -3.82637  0.00170103
        4315    -3.77555    -3.82636  0.00170067
        4316    -3.75668    -3.82635  0.00170036
        4317    -3.79698    -3.82634  0.00169998
        4318    -3.90374    -3.82636  0.00169968
        4319    -3.88439    -3.82637  0.00169934
        4320    -3.89777    -3.82639  0.00169902
        4321    -3.81971    -3.82639  0.00169863
        4322    -3.86585    -3.82639  0.00169826
        4323     -3.8974    -3.82641  0.00169795
        4324    -3.84232    -3.82642  0.00169756
        4325    -3.81082    -3.82641  0.00169717
        4326    -3.76357     -3.8264  0.00169684
        4327    -3.87692    -3.82641  0.00169649
        4328    -3.86407    -3.82642  0.00169612
        4329    -3.80801    -3.82641  0.00169573
        4330    -3.87449    -3.82642  0.00169538
        4331    -3.91535    -3.82644  0.00169511
        4332     -3.8343    -3.82645  0.00169472
        4333    -3.90218    -3.82646  0.00169442
        4334    -3.85721    -3.82647  0.00169404
        4335    -3.79732    -3.82646  0.00169367
        4336    -3.83021    -3.82647  0.00169328
        4337    -3.79193    -3.82646   0.0016929
        4338    -3.71726    -3.82643   0.0016927
        4339    -3.73658    -3.82641  0.00169244
        4340    -3.82006    -3.82641  0.00169205
        4341    -3.66838    -3.82637  0.00169205
        4342    -3.72749    -3.82635  0.00169181
        4343    -3.65191    -3.82631   0.0016919
        4344    -3.70657    -3.82628  0.00169174
        4345    -3.76656    -3.82627   0.0016914
        4346    -3.89059    -3.82628  0.00169108
        4347    -3.84493    -3.82629  0.00169069
        4348    -3.85688     -3.8263  0.00169032
        4349    -3.84306     -3.8263  0.00168994
        4350     -3.7458    -3.82628  0.00168965
        4351    -3.78416    -3.82627  0.00168929
        4352    -3.81446    -3.82627   0.0016889
        4353    -3.90515    -3.82629  0.00168861
        4354    -3.98555    -3.82632  0.00168862
        4355    -3.96008    -3.82635  0.00168851
        4356    -3.91234    -3.82637  0.00168824
        4357    -3.84537    -3.82638  0.00168786
        4358    -3.91468     -3.8264  0.00168759
        4359    -3.99991    -3.82644  0.00168767
        4360    -3.96367    -3.82647  0.00168758
        4361    -3.87836    -3.82648  0.00168724
        4362    -3.87255    -3.82649  0.00168688
        4363    -3.94971    -3.82652  0.00168673
        4364    -3.96345    -3.82655  0.00168664
        4365    -3.92469    -3.82657   0.0016864
        4366    -3.91923     -3.8266  0.00168615
        4367    -3.97327    -3.82663   0.0016861
        4368    -3.92762    -3.82665  0.00168587
        4369    -3.91529    -3.82667   0.0016856
        4370    -3.93996     -3.8267  0.00168542
        4371    -3.90214    -3.82672  0.00168512
        4372    -3.94251    -3.82674  0.00168494
        4373    -3.90715    -3.82676  0.00168466
        4374    -3.90929    -3.82678  0.00168438
        4375    -3.87952    -3.82679  0.00168404
        4376    -3.84799     -3.8268  0.00168366
        4377    -3.85393     -3.8268  0.00168329
        4378    -3.80781     -3.8268  0.00168291
        4379    -3.87484    -3.82681  0.00168256
        4380    -3.92745    -3.82683  0.00168233
        4381    -3.92575    -3.82685   0.0016821
        4382    -3.94971    -3.82688  0.00168195
        4383    -3.97309    -3.82692   0.0016819
        4384    -3.94995    -3.82694  0.00168175
        4385    -3.83475    -3.82695  0.00168136
        4386    -3.90107    -3.82696  0.00168106
        4387    -3.91779    -3.82698  0.00168081
        4388    -3.89599      -3.827   0.0016805
        4389    -3.86948    -3.82701  0.00168014
        4390    -3.78109      -3.827  0.00167979
        4391    -3.81789      -3.827  0.00167941
        4392    -3.82052    -3.82699  0.00167903
        4393    -3.80101    -3.82699  0.00167866
        4394    -3.93929    -3.82701  0.00167847
        4395    -3.81935    -3.82701  0.00167809
        4396    -3.82848    -3.82701  0.00167771
        4397    -3.72099    -3.82699   0.0016775
        4398    -3.82037    -3.82699  0.00167712
        4399    -3.76928    -3.82697  0.00167679
        4400    -3.75052    -3.82696   0.0016765
        4401    -3.77032    -3.82694  0.00167617
        4402    -3.84471    -3.82695  0.00167579
        4403    -3.87626    -3.82696  0.00167545
        4404     -3.8767    -3.82697  0.00167511
        4405    -3.90922    -3.82699  0.00167483
        4406    -3.85004    -3.82699  0.00167446
        4407    -3.89173    -3.82701  0.00167414
        4408    -3.85902    -3.82702  0.00167378
        4409    -3.83436    -3.82702   0.0016734
        4410    -3.77301    -3.82701  0.00167307
        4411    -3.74461    -3.82699  0.00167279
        4412    -3.78166    -3.82698  0.00167244
        4413     -3.7634    -3.82696  0.00167213
        4414    -3.82766    -3.82696  0.00167175
        4415    -3.78759    -3.82695  0.00167139
        4416    -3.80461    -3.82695  0.00167102
        4417    -3.86102    -3.82696  0.00167066
        4418    -3.90574    -3.82697  0.00167038
        4419    -3.96306      -3.827  0.00167028
        4420    -3.95084    -3.82703  0.00167014
        4421    -3.95188    -3.82706     0.00167
        4422    -3.96621    -3.82709  0.00166992
        4423    -3.95281    -3.82712  0.00166978
        4424    -3.97099    -3.82715  0.00166972
        4425    -3.95607    -3.82718   0.0016696
        4426    -3.99069    -3.82722  0.00166963
        4427    -4.05242    -3.82727  0.00167003
        4428    -3.97508     -3.8273  0.00166999
        4429    -3.98223    -3.82734  0.00166998
        4430    -3.79673    -3.82733  0.00166961
        4431    -3.82742    -3.82733  0.00166924
        4432     -3.8807    -3.82734   0.0016689
        4433    -3.86955    -3.82735  0.00166855
        4434    -3.84158    -3.82736  0.00166818
        4435    -3.79147    -3.82735  0.00166782
        4436    -3.81368    -3.82735  0.00166745
        4437    -3.81437    -3.82734  0.00166708
        4438    -3.86039    -3.82735  0.00166672
        4439    -3.88002    -3.82736  0.00166639
        4440    -3.91549    -3.82738  0.00166613
        4441    -3.91921     -3.8274  0.00166588
        4442    -3.88436    -3.82742  0.00166556
        4443    -3.99087    -3.82745  0.00166559
        4444    -3.98453    -3.82749  0.00166559
        4445    -3.95149    -3.82752  0.00166545
        4446    -3.94613    -3.82754  0.00166528
        4447    -3.92766    -3.82756  0.00166506
        4448    -3.93014    -3.82759  0.00166485
        4449     -3.9109    -3.82761  0.00166458
        4450    -3.91443    -3.82763  0.00166432
        4451    -3.93922    -3.82765  0.00166413
        4452    -3.90876    -3.82767  0.00166386
        4453    -3.90867    -3.82769  0.00166359
        4454    -3.91228    -3.82771  0.00166332
        4455    -3.91422    -3.82773  0.00166306
        4456    -3.85767    -3.82773   0.0016627
        4457    -3.82626    -3.82773  0.00166233
        4458    -3.88788    -3.82775  0.00166201
        4459    -3.80916    -3.82774  0.00166164
        4460     -3.8396    -3.82774  0.00166127
        4461    -3.79423    -3.82774  0.00166092
        4462    -3.80949    -3.82773  0.00166055
        4463    -3.86004    -3.82774  0.00166019
        4464    -3.81722    -3.82774  0.00165982
        4465    -3.76992    -3.82772   0.0016595
        4466    -3.76269    -3.82771  0.00165919
        4467    -3.71744    -3.82769  0.00165901
        4468    -3.75841    -3.82767  0.00165871
        4469    -3.71143    -3.82764  0.00165854
        4470    -3.71883    -3.82762  0.00165835
        4471    -3.70957    -3.82759  0.00165819
        4472    -3.74317    -3.82757  0.00165792
        4473     -3.7179    -3.82755  0.00165773
        4474    -3.69733    -3.82752  0.00165762
        4475     -3.7848    -3.82751  0.00165728
        4476    -3.81049    -3.82751  0.00165691
        4477    -3.80864     -3.8275  0.00165655
        4478     -3.7617    -3.82749  0.00165624
        4479    -3.80542    -3.82748  0.00165588
        4480    -3.81744    -3.82748  0.00165551
        4481    -3.69773    -3.82745  0.00165539
        4482    -3.79321    -3.82744  0.00165504
        4483    -3.76453    -3.82743  0.00165473
        4484    -3.71321     -3.8274  0.00165456
